country,year,pop_adult,any_account_share,formal_account_share,mobile_account_share,saved_formal,active_accounts,registered_accounts,agents_per_100k
Armenia,2011,2457011.0,0.150356863,0.150356863,,,,,
Australia,2011,17830548.0,0.998031238,0.998031238,,,,,
Australia,2011,17830548.0,0.979535463,0.979535463,,,,,
Austria,2011,7123870.0,0.986435268,0.986435268,,,,,
Austria,2011,7123870.0,0.94722933,0.94722933,,,,,
Azerbaijan,2011,7034188.0,0.19385022,0.19385022,,,,,
Azerbaijan,2011,7034188.0,0.081548446,0.081548446,,,,,
Bahrain,2011,978145.0,0.632400597,0.632400597,,,,,
Bahrain,2011,978145.0,0.661476815,0.661476815,,,,,
Bangladesh,2011,100376575.0,0.401809881,0.401809881,,,,,
Bangladesh,2011,100376575.0,0.190637566,0.190637566,,,,,
Belarus,2011,8075665.0,0.640463429,0.640463429,,,,,
Belarus,2011,8075665.0,0.504199291,0.504199291,,,,,
Belgium,2011,9049843.0,0.979650311,0.979650311,,,,,
Belgium,2011,9049843.0,0.938118678,0.938118678,,,,,
Benin,2011,5496491.0,0.150243752,0.150243752,,,,,
Benin,2011,5496491.0,0.035783861,0.035783861,,,,,
Bolivia,2011,6675907.0,0.371345181,0.371345181,,,,,
Bolivia,2011,6675907.0,0.143499434,0.143499434,,,,,
Bosnia And Herzegovina,2011,3217823.0,0.65168572,0.65168572,,,,,
Bosnia And Herzegovina,2011,3217823.0,0.427593095,0.427593095,,,,,
Botswana,2011,1340324.0,0.409162163,0.409162163,,,,,
Botswana,2011,1340324.0,0.142189375,0.142189375,,,,,
Brazil,2011,145842533.0,0.680752422,0.680752422,,,,,
Brazil,2011,145842533.0,0.375270515,0.375270515,,,,,
Bulgaria,2011,6400381.0,0.634703693,0.634703693,,,,,
Bulgaria,2011,6400381.0,0.368406953,0.368406953,,,,,
Burkina Faso,2011,8802362.0,0.178848194,0.178848194,,,,,
Burkina Faso,2011,8802362.0,0.065272541,0.065272541,,,,,
Cameroon,2011,11072780.0,0.160433801,0.160433801,,,,,
Cameroon,2011,11072780.0,0.129456831,0.129456831,,,,,
Canada,2011,28373521.0,0.974656289,0.974656289,,,,,
Canada,2011,28373521.0,0.932909197,0.932909197,,,,,
Chile,2011,13480066.0,0.499472833,0.499472833,,,,,
Chile,2011,13480066.0,0.304493201,0.304493201,,,,,
China,2011,1090576711.0,0.752636898,0.752636898,,,,,
China,2011,1090576711.0,0.466263608,0.466263608,,,,,
Colombia,2011,32481705.0,0.41483489,0.41483489,,,,,
Colombia,2011,32481705.0,0.138392102,0.138392102,,,,,
Comoros,2011,382348.0,0.28058853,0.28058853,,,,,
Comoros,2011,382348.0,0.105956388,0.105956388,,,,,
"Congo, Rep.",2011,2658255.0,0.137500878,0.137500878,,,,,
"Congo, Rep.",2011,2658255.0,0.04479817,0.04479817,,,,,
Costa Rica,2011,3423771.0,0.602020486,0.602020486,,,,,
Costa Rica,2011,3423771.0,0.354766194,0.354766194,,,,,
Croatia,2011,3638504.0,0.930666144,0.930666144,,,,,
Croatia,2011,3638504.0,0.813549225,0.813549225,,,,,
Cyprus,2011,936237.0,0.901692809,0.901692809,,,,,
Cyprus,2011,936237.0,0.778372718,0.778372718,,,,,
Czechia,2011,8965818.0,0.852917284,0.852917284,,,,,
Czechia,2011,8965818.0,0.73664532,0.73664532,,,,,
Denmark,2011,4549535.0,0.996936665,0.996936665,,,,,
Denmark,2011,4549535.0,0.998015569,0.998015569,,,,,
Dominican Republic,2011,6788648.0,0.491486818,0.491486818,,,,,
Dominican Republic,2011,6788648.0,0.217021091,0.217021091,,,,,
Ecuador,2011,10352753.0,0.460431737,0.460431737,,,,,
Ecuador,2011,10352753.0,0.22753877,0.22753877,,,,,
El Salvador,2011,4126198.0,0.195317357,0.195317357,,,,,
El Salvador,2011,4126198.0,0.051057284,0.051057284,,,,,
Estonia,2011,1128611.0,0.984739705,0.984739705,,,,,
Estonia,2011,1128611.0,0.943481568,0.943481568,,,,,
Eswatini,2011,680317.0,0.365921361,0.365921361,,,,,
Eswatini,2011,680317.0,0.164045756,0.164045756,,,,,
Finland,2011,4475337.0,0.994705705,0.994705705,,,,,
Finland,2011,4475337.0,0.999228858,0.999228858,,,,,
France,2011,52976120.0,0.97851224,0.97851224,,,,,
France,2011,52976120.0,0.956754878,0.956754878,,,,,
Gabon,2011,1077711.0,0.259041593,0.259041593,,,,,
Gabon,2011,1077711.0,0.085059463,0.085059463,,,,,
Georgia,2011,3084171.0,0.402388206,0.402388206,,,,,
Georgia,2011,3084171.0,0.220630716,0.220630716,,,,,
Germany,2011,70576834.0,1.0,1.0,,,,,
Germany,2011,70576834.0,0.981317513,0.981317513,,,,,
Ghana,2011,15512209.0,0.367446874,0.367446874,,,,,
Ghana,2011,15512209.0,0.183888704,0.183888704,,,,,
Greece,2011,9493929.0,0.834017985,0.834017985,,,,,
Greece,2011,9493929.0,0.697450941,0.697450941,,,,,
Guatemala,2011,8804525.0,0.293591761,0.293591761,,,,,
Guatemala,2011,8804525.0,0.117443207,0.117443207,,,,,
Honduras,2011,5181064.0,0.287649479,0.287649479,,,,,
Honduras,2011,5181064.0,0.081062029,0.081062029,,,,,
Hungary,2011,8529919.0,0.758909618,0.758909618,,,,,
Hungary,2011,8529919.0,0.678318755,0.678318755,,,,,
India,2011,853745004.0,0.407300174,0.407300174,,,,,
India,2011,853745004.0,0.269714503,0.269714503,,,,,
Indonesia,2011,177530453.0,0.25294908,0.25294908,,,,,
Indonesia,2011,177530453.0,0.109731361,0.109731361,,,,,
"Iran, Islamic Rep.",2011,59270231.0,0.777893557,0.777893557,,,,,
"Iran, Islamic Rep.",2011,59270231.0,0.675124372,0.675124372,,,,,
Iraq,2011,18241367.0,0.134474469,0.134474469,,,,,
Iraq,2011,18241367.0,0.066974903,0.066974903,,,,,
Ireland,2011,3598499.0,0.944268288,0.944268288,,,,,
Ireland,2011,3598499.0,0.930804292,0.930804292,,,,,
Israel,2011,5491153.0,0.944829695,0.944829695,,,,,
Israel,2011,5491153.0,0.844317506,0.844317506,,,,,
Italy,2011,50957209.0,0.767346428,0.767346428,,,,,
Italy,2011,50957209.0,0.62352107,0.62352107,,,,,
Jamaica,2011,2007871.0,0.76946409,0.76946409,,,,,
Jamaica,2011,2007871.0,0.620443976,0.620443976,,,,,
Japan,2011,110945852.0,0.971652137,0.971652137,,,,,
Japan,2011,110945852.0,0.953005616,0.953005616,,,,,
Jordan,2011,4670454.0,0.330713782,0.330713782,,,,,
Jordan,2011,4670454.0,0.130546131,0.130546131,,,,,
Kazakhstan,2011,12564991.0,0.477388773,0.477388773,,,,,
Kazakhstan,2011,12564991.0,0.336275673,0.336275673,,,,,
Kenya,2011,23450849.0,0.575335403,0.575335403,,,,,
Kenya,2011,23450849.0,0.194351525,0.194351525,,,,,
"Korea, Rep.",2011,41432826.0,0.948462376,0.948462376,,,,,
"Korea, Rep.",2011,41432826.0,0.903472075,0.903472075,,,,,
Kosovo,2011,1287712.0,0.538851195,0.538851195,,,,,
Kosovo,2011,1287712.0,0.298667346,0.298667346,,,,,
Kuwait,2011,2266476.0,0.884193391,0.884193391,,,,,
Kuwait,2011,2266476.0,0.840027166,0.840027166,,,,,
Lao Pdr,2011,4035423.0,0.308332149,0.308332149,,,,,
Lao Pdr,2011,4035423.0,0.20682526,0.20682526,,,,,
Latvia,2011,1800178.0,0.930485569,0.930485569,,,,,
Latvia,2011,1800178.0,0.845686192,0.845686192,,,,,
Lebanon,2011,3709897.0,0.498390122,0.498390122,,,,,
Lebanon,2011,3709897.0,0.180192948,0.180192948,,,,,
Lesotho,2011,1266790.0,0.260857745,0.260857745,,,,,
Lesotho,2011,1266790.0,0.070993071,0.070993071,,,,,
Lithuania,2011,2635099.0,0.766912344,0.766912344,,,,,
Lithuania,2011,2635099.0,0.693421639,0.693421639,,,,,
Luxembourg,2011,417441.0,0.962746234,0.962746234,,,,,
Luxembourg,2011,417441.0,0.920444148,0.920444148,,,,,
Malawi,2011,7972899.0,0.203112753,0.203112753,,,,,
Malawi,2011,7972899.0,0.108707018,0.108707018,,,,,
Malaysia,2011,20649116.0,0.784097,0.784097,,,,,
Malaysia,2011,20649116.0,0.478114687,0.478114687,,,,,
Malta,2011,351508.0,0.955429349,0.955429349,,,,,
Malta,2011,351508.0,0.948596877,0.948596877,,,,,
Mauritius,2011,986634.0,0.87202801,0.87202801,,,,,
Mauritius,2011,986634.0,0.69495271,0.69495271,,,,,
Mexico,2011,79795751.0,0.36779859,0.36779859,,,,,
Mexico,2011,79795751.0,0.133658259,0.133658259,,,,,
Moldova,2011,2361620.0,0.236112508,0.236112508,,,,,
Moldova,2011,2361620.0,0.0973867,0.0973867,,,,,
Mongolia,2011,1973485.0,0.822657448,0.822657448,,,,,
Mongolia,2011,1973485.0,0.708897325,0.708897325,,,,,
Montenegro,2011,500343.0,0.558709377,0.558709377,,,,,
Montenegro,2011,500343.0,0.422766059,0.422766059,,,,,
Nepal,2011,17498633.0,0.325395482,0.325395482,,,,,
Nepal,2011,17498633.0,0.144370063,0.144370063,,,,,
Netherlands,2011,13694510.0,0.980930744,0.980930744,,,,,
Netherlands,2011,13694510.0,0.995108967,0.995108967,,,,,
New Zealand,2011,3443024.0,0.994765332,0.994765332,,,,,
New Zealand,2011,3443024.0,0.993769345,0.993769345,,,,,
Nicaragua,2011,3774402.0,0.202024253,0.202024253,,,,,
Nicaragua,2011,3774402.0,0.052005819,0.052005819,,,,,
Nigeria,2011,92621676.0,0.401318604,0.401318604,,,,,
Nigeria,2011,92621676.0,0.139573963,0.139573963,,,,,
North Macedonia,2011,1569860.0,0.766268537,0.766268537,,,,,
North Macedonia,2011,1569860.0,0.692989513,0.692989513,,,,,
Oman,2011,1989124.0,0.789587262,0.789587262,,,,,
Oman,2011,1989124.0,0.659537666,0.659537666,,,,,
Pakistan,2011,120857470.0,0.139448901,0.139448901,,,,,
Pakistan,2011,120857470.0,0.048078735,0.048078735,,,,,
Panama,2011,2569368.0,0.295165961,0.295165961,,,,,
Panama,2011,2569368.0,0.180399123,0.180399123,,,,,
Paraguay,2011,3870412.0,0.324401112,0.324401112,,,,,
Paraguay,2011,3870412.0,0.055976203,0.055976203,,,,,
Peru,2011,20570757.0,0.306668883,0.306668883,,,,,
Peru,2011,20570757.0,0.051275787,0.051275787,,,,,
Philippines,2011,62034866.0,0.37666583,0.37666583,,,,,
Philippines,2011,62034866.0,0.098893882,0.098893882,,,,,
Poland,2011,32308457.0,0.75528721,0.75528721,,,,,
Poland,2011,32308457.0,0.621836812,0.621836812,,,,,
Portugal,2011,8967347.0,0.864417701,0.864417701,,,,,
Portugal,2011,8967347.0,0.733990492,0.733990492,,,,,
Qatar,2011,1392286.0,0.753924381,0.753924381,,,,,
Qatar,2011,1392286.0,0.538167999,0.538167999,,,,,
Romania,2011,17058580.0,0.531465128,0.531465128,,,,,
Romania,2011,17058580.0,0.317461248,0.317461248,,,,,
Russian Federation,2011,121177141.0,0.533652035,0.533652035,,,,,
Russian Federation,2011,121177141.0,0.403803436,0.403803436,,,,,
Rwanda,2011,5941330.0,0.338428568,0.338428568,,,,,
Rwanda,2011,5941330.0,0.311402444,0.311402444,,,,,
Saudi Arabia,2011,17354530.0,0.548992396,0.548992396,,,,,
Saudi Arabia,2011,17354530.0,0.327748606,0.327748606,,,,,
Serbia,2011,6237019.0,0.711908341,0.711908341,,,,,
Serbia,2011,6237019.0,0.486546355,0.486546355,,,,,
Slovak Republic,2011,4557830.0,0.840998054,0.840998054,,,,,
Slovak Republic,2011,4557830.0,0.72787802,0.72787802,,,,,
Slovenia,2011,1758964.0,0.987143517,0.987143517,,,,,
Slovenia,2011,1758964.0,0.947871884,0.947871884,,,,,
South Africa,2011,36953226.0,0.630035411,0.630035411,,,,,
South Africa,2011,36953226.0,0.395546828,0.395546828,,,,,
Spain,2011,39626900.0,0.942048105,0.942048105,,,,,
Spain,2011,39626900.0,0.918815404,0.918815404,,,,,
Sri Lanka,2011,15571720.0,0.74758564,0.74758564,,,,,
Sri Lanka,2011,15571720.0,0.591345856,0.591345856,,,,,
Sweden,2011,7820937.0,0.99631097,0.99631097,,,,,
Sweden,2011,7820937.0,0.980300076,0.980300076,,,,,
Syrian Arab Republic,2011,14356499.0,0.228327406,0.228327406,,,,,
Syrian Arab Republic,2011,14356499.0,0.237884233,0.237884233,,,,,
"Taiwan, China",2011,19429474.0,0.901037204,0.901037204,,,,,
"Taiwan, China",2011,19429474.0,0.83116370055812,0.83116370055812,,,,,
Tanzania,2011,24470055.0,0.228943944,0.228943944,,,,,
Tanzania,2011,24470055.0,0.087698075,0.087698075,,,,,
Thailand,2011,54766867.0,0.780563913,0.780563913,,,,,
Thailand,2011,54766867.0,0.645318358,0.645318358,,,,,
Togo,2011,3932998.0,0.129972629,0.129972629,,,,,
Togo,2011,3932998.0,0.05952675,0.05952675,,,,,
Turkiye,2011,54201890.0,0.645851755,0.645851755,,,,,
Turkiye,2011,54201890.0,0.471064704,0.471064704,,,,,
Uganda,2011,16363076.0,0.274924666,0.274924666,,,,,
Uganda,2011,16363076.0,0.098700383,0.098700383,,,,,
Ukraine,2011,39900312.0,0.485762939,0.485762939,,,,,
Ukraine,2011,39900312.0,0.302448258,0.302448258,,,,,
United Arab Emirates,2011,5710622.0,0.64511408,0.64511408,,,,,
United Arab Emirates,2011,5710622.0,0.528977265,0.528977265,,,,,
United Kingdom,2011,51619966.0,0.975988966,0.975988966,,,,,
United Kingdom,2011,51619966.0,0.966492006,0.966492006,,,,,
United States,2011,248390172.0,0.941973554,0.941973554,,,,,
United States,2011,248390172.0,0.785778086,0.785778086,,,,,
Uruguay,2011,2578893.0,0.333291809,0.333291809,,,,,
Uruguay,2011,2578893.0,0.08816903,0.08816903,,,,,
Uzbekistan,2011,20171292.0,0.246439051,0.246439051,,,,,
Uzbekistan,2011,20171292.0,0.192842202,0.192842202,,,,,
"Venezuela, Rb",2011,20199432.0,0.530163124,0.530163124,,,,,
"Venezuela, Rb",2011,20199432.0,0.307447069,0.307447069,,,,,
Viet Nam,2011,65955596.0,0.282412607,0.282412607,,,,,
Viet Nam,2011,65955596.0,0.110485842,0.110485842,,,,,
West Bank And Gaza,2011,2199701.0,0.269347628,0.269347628,,,,,
West Bank And Gaza,2011,2199701.0,0.079940991,0.079940991,,,,,
Zambia,2011,7506102.0,0.296627043,0.296627043,,,,,
Zambia,2011,7506102.0,0.087666932,0.087666932,,,,,
Zimbabwe,2011,7608011.0,0.49972969,0.49972969,,,,,
Zimbabwe,2011,7608011.0,0.240925927,0.240925927,,,,,
Afghanistan,2014,16708999.0,,,,0.292124734,,,
Afghanistan,2014,16708999.0,,,,0.206009682,,,
Albania,2014,2322032.0,0.473788095,0.473788095,,0.481478382,,,
Albania,2014,2322032.0,0.23890096,0.23890096,,0.237047649,,,
Algeria,2014,27628433.0,0.594636332,0.594636332,,0.517479342,,,
Algeria,2014,27628433.0,0.369710709,0.369710709,,0.356462105,,,
Angola,2014,14342950.0,0.404596478,0.404596478,,0.596910488,,,
Angola,2014,14342950.0,0.125435419,0.125435419,,0.430710999,,,
Argentina,2014,31872846.0,0.539017616,0.539017616,,0.285460405,,,
Argentina,2014,31872846.0,0.446274994,0.446274994,,0.150107972,,,
Armenia,2014,2428128.0,0.22044531,0.213299259,,0.244729401,,,
Armenia,2014,2428128.0,0.110929259,0.110929259,,0.157827425,,,
Australia,2014,18749193.0,0.981294759,0.981294759,,0.882171404,,,
Australia,2014,18749193.0,1.0,1.0,,0.709302661,,,
Austria,2014,7260944.0,0.971015639,0.971015639,,0.864650214,,,
Austria,2014,7260944.0,0.962738365,0.962738365,,0.710096587,,,
Azerbaijan,2014,7283305.0,0.320497794,0.320497794,,0.441821614,,,
Azerbaijan,2014,7283305.0,0.247933544,0.247933544,,0.325576116,,,
Bahrain,2014,1005566.0,0.825584522,0.825584522,,0.717516445,,,
Bahrain,2014,1005566.0,0.810302585,0.810302585,,0.558080984,,,
Bangladesh,2014,105778630.0,0.362922094,0.340840073,,0.273157251,,,
Bangladesh,2014,105778630.0,0.230339877,0.217248226,,0.188089194,,,
Belarus,2014,7971997.0,0.756017172,0.756017172,,0.532987522,,,
Belarus,2014,7971997.0,0.665575729,0.665575729,,0.460320786,,,
Belgium,2014,9263588.0,0.977926928,0.977926928,,0.78054572,,,
Belgium,2014,9263588.0,0.986055423,0.986055423,,0.698393921,,,
Belize,2014,228016.0,0.554154234,0.554154234,,0.681402465,,,
Belize,2014,228016.0,0.373800594,0.373800594,,0.465357773,,,
Benin,2014,6043333.0,0.209783558,0.200889988,,0.657716842,,,
Benin,2014,6043333.0,0.100133158,0.097491648,,0.540150416,,,
Bhutan,2014,523289.0,0.394909182,0.394909182,,0.357349777,,,
Bhutan,2014,523289.0,0.249000487,0.249000487,,0.2825209,,,
Bolivia,2014,7120716.0,0.523663154,0.510269689,,0.713302159,,,
Bolivia,2014,7120716.0,0.259174603,0.252123279,,0.541095228,,,
Bosnia And Herzegovina,2014,3077307.0,0.606077924,0.606077924,,0.321957094,,,
Bosnia And Herzegovina,2014,3077307.0,0.407742285,0.407742285,,0.157366916,,,
Botswana,2014,1405268.0,0.651664688,0.621489382,0.29670809,0.681735112,,,
Botswana,2014,1405268.0,0.319688748,0.296970375,0.072423082,0.430149883,,,
Brazil,2014,152293155.0,0.753735584,0.753735584,,0.338529633,,,
Brazil,2014,152293155.0,0.572280492,0.572280492,,0.191354279,,,
Bulgaria,2014,6271977.0,0.720666563,0.720666563,,0.346412692,,,
Bulgaria,2014,6271977.0,0.493628552,0.493628552,,0.162776317,,,
Burkina Faso,2014,9623020.0,0.196314284,0.18605727,,0.564519026,,,
Burkina Faso,2014,9623020.0,0.064288786,0.056349706,,0.423448632,,,
Burundi,2014,5630929.0,,,,0.406749992,,,
Burundi,2014,5630929.0,,,,0.261933183,,,
Cambodia,2014,10284331.0,0.260470032,0.15458711,0.15976172,0.710351534,,,
Cambodia,2014,10284331.0,0.163069167,0.081764453,0.092474365,0.609202065,,,
Cameroon,2014,12084831.0,0.187373244,0.178530374,,0.703295705,,,
Cameroon,2014,12084831.0,0.023035479,0.015635396,,0.54374741,,,
Canada,2014,29372810.0,0.995444026,0.995444026,,0.862014789,,,
Canada,2014,29372810.0,0.984080931,0.984080931,,0.759176986,,,
Chad,2014,7035329.0,0.159646762,,,0.480248021,,,
Chad,2014,7035329.0,0.07131344,,,0.49408214,,,
Chile,2014,14064832.0,0.69542081,0.694619819,,0.434270657,,,
Chile,2014,14064832.0,0.538035887,0.538035887,,0.246968762,,,
China,2014,1113693456.0,0.832214386,0.832214386,,0.796514226,,,
China,2014,1113693456.0,0.726805568,0.726805568,,0.608684898,,,
Colombia,2014,34309704.0,0.487332567,0.485309469,,0.519279329,,,
Colombia,2014,34309704.0,0.243945372,0.230836613,,0.317639312,,,
"Congo, Dem. Rep.",2014,40959603.0,0.219350098,0.146834378,,0.654620354,,,
"Congo, Dem. Rep.",2014,40959603.0,0.107811251,0.052363496,,0.648178509,,,
"Congo, Rep.",2014,2849454.0,0.237104447,0.230695211,,0.60513211,,,
"Congo, Rep.",2014,2849454.0,0.070179422,0.070179422,,0.489264247,,,
Costa Rica,2014,3611461.0,0.697552169,0.697552169,,0.634214921,,,
Costa Rica,2014,3611461.0,0.567371049,0.567371049,,0.532619854,,,
Cote D'Ivoire,2014,13848553.0,0.410756677,0.210706836,0.276345057,0.691882583,,,
Cote D'Ivoire,2014,13848553.0,0.241759495,0.062209009,0.191938885,0.542812541,,,
Croatia,2014,3606895.0,0.907560178,0.907560178,,0.54757342,,,
Croatia,2014,3606895.0,0.789111309,0.789111309,,0.474559254,,,
Cyprus,2014,991903.0,0.916118465,0.916118465,,0.448642966,,,
Cyprus,2014,991903.0,0.880047553,0.880047553,,0.359218386,,,
Czechia,2014,8944904.0,0.855156039,0.855156039,,0.679324841,,,
Czechia,2014,8944904.0,0.771392578,0.771392578,,0.546270196,,,
Denmark,2014,4641892.0,1.0,1.0,,0.851749558,,,
Denmark,2014,4641892.0,1.0,1.0,,0.749363839,,,
Dominican Republic,2014,7152325.0,0.625928417,0.624187615,,0.659951864,,,
Dominican Republic,2014,7152325.0,0.412936852,0.412936852,,0.441063953,,,
Ecuador,2014,11054660.0,0.563159215,0.563159215,,0.365455883,,,
Ecuador,2014,11054660.0,0.310402195,0.310402195,,0.253857708,,,
"Egypt, Arab Rep.",2014,63009609.0,0.198864158,0.190957564,,0.310344287,,,
"Egypt, Arab Rep.",2014,63009609.0,0.054577862,0.054577862,,0.1824372,,,
El Salvador,2014,4304307.0,0.465669046,0.448267042,,0.650704702,,,
El Salvador,2014,4304307.0,0.219417901,0.193393619,,0.462401826,,,
Estonia,2014,1110561.0,0.979804082,0.979804082,,0.577393087,,,
Estonia,2014,1110561.0,0.972075808,0.972075808,,0.427679196,,,
Ethiopia,2014,55109169.0,0.262639188,0.262639188,,0.520189883,,,
Ethiopia,2014,55109169.0,0.15008216,0.15008216,,0.421735661,,,
Finland,2014,4545771.0,1.0,1.0,,0.783224153,,,
Finland,2014,4545771.0,1.0,1.0,,0.60096511,,,
France,2014,53825137.0,0.979570201,0.979570201,,0.7249821,,,
France,2014,53825137.0,0.944811583,0.944811583,,0.589592115,,,
Gabon,2014,1209169.0,0.433155522,0.404622865,,0.631308877,,,
Gabon,2014,1209169.0,0.175541305,0.146849503,,0.453300046,,,
Georgia,2014,3020250.0,0.471661703,0.471661703,,0.172547668,,,
Georgia,2014,3020250.0,0.283801604,0.283801604,,0.074023594,,,
Germany,2014,69974132.0,0.998805747,0.998805747,,0.841252906,,,
Germany,2014,69974132.0,0.969911048,0.969911048,,0.730742074,,,
Ghana,2014,16743744.0,0.451520331,0.389465035,0.14973283,0.625681866,,,
Ghana,2014,16743744.0,0.335196061,0.281105067,0.100493275,0.444115617,,,
Greece,2014,9357686.0,0.90920746,0.90920746,,0.308091303,,,
Greece,2014,9357686.0,0.823547436,0.823547436,,0.127866094,,,
Guatemala,2014,9616393.0,0.495242303,0.489130495,,0.640199424,,,
Guatemala,2014,9616393.0,0.290836384,0.285942026,,0.433300904,,,
Guinea,2014,6293415.0,,,,0.487487295,,,
Guinea,2014,6293415.0,,,,0.39851218,,,
Haiti,2014,6636287.0,0.225489907,0.208510861,,0.493921711,,,
Haiti,2014,6636287.0,0.133082144,0.124499879,,0.379602836,,,
Honduras,2014,5672647.0,0.385674015,0.370430666,,0.457417928,,,
Honduras,2014,5672647.0,0.20855013,0.195348716,,0.305818078,,,
"Hong Kong Sar, China",2014,6342961.0,0.976887507,0.976887507,,0.778599882,,,
"Hong Kong Sar, China",2014,6342961.0,0.940363528,0.940363528,,0.530161276,,,
Hungary,2014,8464202.0,0.760383773,0.760383773,,0.461502077,,,
Hungary,2014,8464202.0,0.665746803,0.665746803,,0.26265422,,,
India,2014,907853291.0,0.594840292,0.589251085,,0.474802053,,,
India,2014,907853291.0,0.436106769,0.434801675,,0.244448997,,,
Indonesia,2014,185894322.0,0.452677592,0.452677592,,0.770822034,,,
Indonesia,2014,185894322.0,0.221340114,0.218535837,,0.575289599,,,
"Iran, Islamic Rep.",2014,61676328.0,0.93880894,0.937052641,,0.499758359,,,
"Iran, Islamic Rep.",2014,61676328.0,0.898988692,0.898988692,,0.305199631,,,
Iraq,2014,20884823.0,0.123264846,0.123264846,,0.559559509,,,
Iraq,2014,20884823.0,0.084286098,0.084286098,,0.348352898,,,
Ireland,2014,3629630.0,0.963701282,0.963701282,,0.734601544,,,
Ireland,2014,3629630.0,0.92254306,0.92254306,,0.64056561,,,
Israel,2014,5787501.0,0.9320479,0.9320479,,0.692722428,,,
Israel,2014,5787501.0,0.850693239,0.850693239,,0.512113055,,,
Italy,2014,51850742.0,0.906413656,0.906413656,,0.666368851,,,
Italy,2014,51850742.0,0.826279775,0.826279775,,0.422370782,,,
Jamaica,2014,2096466.0,0.846044374,0.846044374,,0.797341562,,,
Jamaica,2014,2096466.0,0.692284484,0.689476456,,0.660748702,,,
Japan,2014,110762343.0,0.963945633,0.963945633,,0.729541493,,,
Japan,2014,110762343.0,0.969743001,0.969743001,,0.706184734,,,
Jordan,2014,5205320.0,0.301150301,0.301150301,,0.356774601,,,
Jordan,2014,5205320.0,0.163352547,0.163352547,,0.194841612,,,
Kazakhstan,2014,12875804.0,0.600188762,0.600188762,,0.359334735,,,
Kazakhstan,2014,12875804.0,0.447278944,0.447278944,,0.21936495,,,
Kenya,2014,25714887.0,0.822842976,0.67709507,0.627395658,0.797978963,,,
Kenya,2014,25714887.0,0.631689037,0.363688715,0.518441741,0.704412365,,,
"Korea, Rep.",2014,43035419.0,0.943662106,0.943662106,,0.836321305,,,
"Korea, Rep.",2014,43035419.0,0.943518328,0.943518328,,0.577552642,,,
Kosovo,2014,1334099.0,0.528483096,0.528483096,,0.36930898,,,
Kosovo,2014,1334099.0,0.402131105,0.402131105,,0.336134005,,,
Kuwait,2014,2736473.0,0.791225959,0.791225959,,0.643657709,,,
Kuwait,2014,2736473.0,0.636726453,0.636726453,,0.573217557,,,
Kyrgyz Republic,2014,3978542.0,0.226763859,0.226763859,,0.43881869,,,
Kyrgyz Republic,2014,3978542.0,0.121566909,0.121566909,,0.246647948,,,
Latvia,2014,1719348.0,0.926830217,0.926830217,,0.481094604,,,
Latvia,2014,1719348.0,0.865140408,0.865140408,,0.384591848,,,
Lebanon,2014,4265657.0,0.593019598,0.593019598,,0.53223388,,,
Lebanon,2014,4265657.0,0.283534237,0.283534237,,0.380269272,,,
Lithuania,2014,2524428.0,0.837531495,0.837531495,,0.610648837,,,
Lithuania,2014,2524428.0,0.691214134,0.691214134,,0.425645471,,,
Luxembourg,2014,451457.0,0.968703495,0.968703495,,0.803594288,,,
Luxembourg,2014,451457.0,0.952390805,0.952390805,,0.743772857,,,
Madagascar,2014,13785487.0,,,,0.417852265,,,
Madagascar,2014,13785487.0,,,,0.364696297,,,
Malawi,2014,8735190.0,0.239004691,0.212212858,,0.665392258,,,
Malawi,2014,8735190.0,0.093559531,0.084858803,,0.494414084,,,
Malaysia,2014,22158615.0,0.844337127,0.844337127,,0.846832633,,,
Malaysia,2014,22158615.0,0.752771612,0.752771612,,0.771474723,,,
Mali,2014,9100789.0,0.232067178,0.1693121,0.116836573,0.507578979,,,
Mali,2014,9100789.0,0.153577476859921,0.077105249,0.115803574,0.360837105,,,
Malta,2014,364279.0,0.975443598,0.975443598,,0.770908981,,,
Malta,2014,364279.0,0.946181681,0.946181681,,0.633206247,,,
Mauritius,2014,1010413.0,0.889913807,0.889913807,,0.64068127,,,
Mauritius,2014,1010413.0,0.719548051,0.719548051,,0.391738593,,,
Mexico,2014,84399247.0,0.456526032,0.453793882,,0.623835224,,,
Mexico,2014,84399247.0,0.293630324,0.286588437,,0.523736609,,,
Moldova,2014,2361002.0,0.222055994,0.222055994,,0.48133739,,,
Moldova,2014,2361002.0,0.110780324,0.110780324,,0.380600419,,,
Mongolia,2014,2074233.0,0.936300641,0.936300641,,0.557082985,,,
Mongolia,2014,2074233.0,0.891090498,0.891090498,,0.347562134,,,
Montenegro,2014,504976.0,0.687533666,0.687533666,,0.365637409,,,
Montenegro,2014,504976.0,0.46396088,0.46396088,,0.12112607,,,
Myanmar,2014,36618649.0,0.250684183,0.247955576,,0.518893142,,,
Myanmar,2014,36618649.0,0.193538987,0.193538987,,0.388108376,,,
Namibia,2014,1427950.0,0.708661368,0.695841139,0.150925494,0.654653038,,,
Namibia,2014,1427950.0,0.407007754,0.407007754,0.032255649,0.440996628,,,
Nepal,2014,18161615.0,0.40205276,0.40205276,,0.499193193,,,
Nepal,2014,18161615.0,0.241349128,0.241349128,,0.367466509,,,
Netherlands,2014,13933854.0,0.99524162,0.99524162,,0.762382273,,,
