country,year,pop_adult,any_account_share,formal_account_share,mobile_account_share,saved_formal,active_accounts,registered_accounts,agents_per_100k
Israel,2024,7062352.0,0.884169739,0.884169739,,,,,
Israel,2024,7062352.0,0.898400475,0.898400475,,,,,
Italy,2024,51829051.0,0.887105384,0.887105384,,,,,
Italy,2024,51829051.0,0.864154103,0.864154103,,,,,
Japan,2024,110011344.0,1.0,1.0,,,,,
Japan,2024,110011344.0,0.987610036,0.987610036,,,,,
Jordan,2024,7867178.0,0.467753788,0.400570045,0.193215938,0.266119077,,,
Jordan,2024,7867178.0,0.463169457,0.393652576,0.211121774,0.338093792,,,
Kazakhstan,2024,14324777.0,0.84710721,0.830343301,0.478497575,0.545680794,,,
Kazakhstan,2024,14324777.0,0.896065233,0.854695222,0.499601057,0.511987311,,,
Kenya,2024,34616135.0,0.887419602,0.43823454,0.857077645,0.687017849,,,
Kenya,2024,34616135.0,0.95072432,0.511941822,0.939387672,0.755579362,,,
"Korea, Rep.",2024,46039322.0,0.952998484,0.950577906,0.504425262,,,,
"Korea, Rep.",2024,46039322.0,0.974512657,0.973182918,0.624417415,,,,
Kosovo,2024,1382360.0,0.615564434,0.615564434,,0.339387285,,,
Kosovo,2024,1382360.0,0.72429144,0.72429144,,0.389193327,,,
Kuwait,2024,3950546.0,0.720323845,0.720323845,,,,,
Kuwait,2024,3950546.0,0.732398831,0.732398831,,,,,
Kyrgyz Republic,2024,4780143.0,0.712723711,0.692624302,0.283979131,0.430636324,,,
Kyrgyz Republic,2024,4780143.0,0.753761843,0.721425905,0.393092178,0.458645406,,,
Lao Pdr,2024,5322750.0,0.364158642,0.359758744,0.114132183,0.355311671,,,
Lao Pdr,2024,5322750.0,0.639923791,0.639923791,0.209129202501823,0.379790476,,,
Latvia,2024,1582835.0,0.963859549,0.963859549,,,,,
Latvia,2024,1582835.0,0.93855307,0.93855307,,,,,
Lebanon,2024,4231057.0,0.249777188,0.227204051,,0.272324687,,,
Lebanon,2024,4231057.0,0.192674588,0.192674588,,0.311498833,,,
Lesotho,2024,1504222.0,0.603040644,0.323642298,0.524873385,0.532028301,,,
Lesotho,2024,1504222.0,0.705238597,0.417612117,0.60436488,0.608939848,,,
Liberia,2024,3295997.0,0.463700623,0.141643235,0.415262556,0.693563386,,,
Liberia,2024,3295997.0,0.619014438,0.134173233,0.574805531,0.715186512,,,
Libya,2024,5262910.0,0.33191114,0.33191114,,0.361695836,,,
Libya,2024,5262910.0,0.330581863,0.330581863,,0.377017298,,,
Lithuania,2024,2444088.0,0.993810965,0.993810965,,,,,
Lithuania,2024,2444088.0,0.988032523,0.988032523,,,,,
Madagascar,2024,18851036.0,0.22166868,,0.171041712,0.280958455,,,
Madagascar,2024,18851036.0,0.363087545,,0.310452197,0.360536052,,,
Malawi,2024,12384937.0,0.490076608,0.120663537,0.460966944,0.621073123,,,
Malawi,2024,12384937.0,0.626391125,0.154725598,0.591325684,0.538774825,,,
Malaysia,2024,27297352.0,0.876601404,0.856351154,0.391709215,0.588278675,,,
Malaysia,2024,27297352.0,0.89588584,0.885287086,0.491415796,0.642621144,,,
Mali,2024,12725942.0,0.524777238,0.15830133,0.451741966,0.62160944,,,
Mali,2024,12725942.0,0.616737149,0.264439442,0.58204948,0.769171245,,,
Malta,2024,480050.0,0.971852314,0.971852314,,,,,
Malta,2024,480050.0,0.958505407,0.958505407,,,,,
Mauritania,2024,2860979.0,0.221145645,0.221145645,,0.421274544,,,
Mauritania,2024,2860979.0,0.388274766,0.388274766,,0.620225158,,,
Mauritius,2024,1070318.0,0.895294265,0.894013267,0.097632918,0.465660544,,,
Mauritius,2024,1070318.0,0.897150485,0.897150485,0.10741605,0.514081625,,,
Mexico,2024,97411242.0,0.471002117,0.467300742,0.073268792,0.402300287,,,
Mexico,2024,97411242.0,0.572480244,0.564111341,0.126481114,0.541063746,,,
Moldova,2024,1966418.0,0.482811128,0.482811128,,0.380509863,,,
Moldova,2024,1966418.0,0.807647928,0.807647928,,0.506873135,,,
Mongolia,2024,2344987.0,0.987882881,0.987882881,0.587046034,0.416046429,,,
Mongolia,2024,2344987.0,0.976461532,0.975098412,0.70641349,0.55740694,,,
Montenegro,2024,503215.0,0.740780185,0.740780185,,0.350725186,,,
Montenegro,2024,503215.0,0.785426203,0.785426203,,0.494792048,,,
Morocco,2024,27893979.0,0.399404038,0.370936516,,0.167312795,,,
Morocco,2024,27893979.0,0.481078872,0.469540971,,0.257873106,,,
Mozambique,2024,18581790.0,0.481502728,0.210846359,0.394524971,0.44523462,,,
Mozambique,2024,18581790.0,0.76958777,0.395636144,0.684156667,0.592078416,,,
Namibia,2024,1858089.0,0.705024767,0.586031872,0.460069794,0.608510874,,,
Namibia,2024,1858089.0,0.825236445,0.789725775,0.581479867,0.594229974,,,
Nepal,2024,21168213.0,0.595585426,0.572018497,0.079677034,0.367670424,,,
Nepal,2024,21168213.0,0.620085377,0.590359958,0.227826161,0.40359891,,,
Netherlands,2024,15164931.0,0.998713548,0.998713548,,,,,
Netherlands,2024,15164931.0,0.994489229,0.994489229,,,,,
New Zealand,2024,4263369.0,0.989516081,0.989516081,,,,,
New Zealand,2024,4263369.0,0.966077297,0.966077297,,,,,
Nicaragua,2024,4830854.0,0.199485839,0.186880367,,0.354570126,,,
Nicaragua,2024,4830854.0,0.275944639,0.244899099,,0.402823193,,,
Niger,2024,13873697.0,0.150573856,0.129954447,,0.317082977,,,
Niger,2024,13873697.0,0.136583008,0.110017005,,0.428158725,,,
Nigeria,2024,133329232.0,0.557511939,0.520256961,0.284918479,0.753852516,,,
Nigeria,2024,133329232.0,0.716348619,0.683151231,0.3758385,0.68770922,,,
North Macedonia,2024,1515847.0,0.843917076,0.843917076,,0.432891871,,,
North Macedonia,2024,1515847.0,0.840682562,0.840682562,,0.515941417,,,
Norway,2024,4608487.0,0.990468186,0.990468186,,,,,
Norway,2024,4608487.0,0.973945045,0.973945045,,,,,
Oman,2024,3775451.0,0.715504381,0.715504381,,0.384107922,,,
Oman,2024,3775451.0,0.694402772,0.694402772,,0.411100642,,,
Pakistan,2024,155833628.0,0.210630904,0.121589085,0.139849127,0.217698281,,,
Pakistan,2024,155833628.0,0.329357547,0.238209682,0.223146544,0.313975738,,,
Panama,2024,3331755.0,0.558745139,0.53091912,0.264968437,0.384982725,,,
Panama,2024,3331755.0,0.738638027,0.701082205,0.517858591,0.615846393,,,
Paraguay,2024,4874331.0,0.575761747,0.41957784,0.34776391,0.325123898,,,
Paraguay,2024,4874331.0,0.658082988,0.508032367,0.376644927,0.448114163,,,
Peru,2024,25601447.0,0.556652117,0.482538655,0.344909702,0.385038811,,,
Peru,2024,25601447.0,0.623240615,0.511233492,0.491186206,0.485285136,,,
Philippines,2024,82023644.0,0.464553947,0.326049638,0.21018746,0.49023183,,,
Philippines,2024,82023644.0,0.56572578,0.351316138,0.421413108,0.615506552,,,
Poland,2024,31148749.0,0.859124566,0.859124566,,0.635097242,,,
Poland,2024,31148749.0,0.866932026,0.866932026,,0.581566597,,,
Portugal,2024,9214262.0,0.918686584,0.918686584,,,,,
Portugal,2024,9214262.0,0.918103849,0.918103849,,,,,
Romania,2024,16033507.0,0.668104982,0.668104982,,0.463722221,,,
Romania,2024,16033507.0,0.812728501,0.812728501,,0.556281829,,,
Russian Federation,2024,118635010.0,0.795963122,0.793340482,,,,,
Russian Federation,2024,118635010.0,0.816588451,0.816588451,,,,,
Saudi Arabia,2024,25248449.0,0.767604121,0.767604121,0.334558761,0.622128032,,,
Saudi Arabia,2024,25248449.0,0.790898798,0.780966215,0.368655921,0.564981708,,,
Senegal,2024,11094279.0,0.734375029,0.463685024,0.617530232,0.737836739,,,
Senegal,2024,11094279.0,0.797443358,0.498752472,0.725159563156414,0.81959208,,,
Serbia,2024,5672737.0,0.819168294,0.819168294,,0.516471514,,,
Serbia,2024,5672737.0,0.853158397,0.853158397,,0.482870906,,,
Sierra Leone,2024,5200533.0,0.302343703,0.102217029,0.261503947,0.5713624,,,
Sierra Leone,2024,5200533.0,0.540102669,0.238066598,0.43289744,0.688339995,,,
Singapore,2024,5220107.0,0.979718288,0.978190915,0.564689659,,,,
Slovak Republic,2024,4563499.0,0.922172368,0.922172368,,,,,
Slovak Republic,2024,4563499.0,0.922048141,0.922048141,,,,,
Slovenia,2024,1803880.0,0.988555647,0.988555647,,,,,
Slovenia,2024,1803880.0,0.993052166,0.993052166,,,,,
South Africa,2024,46723498.0,0.776958579,0.752473037,0.268744682,0.553659563,,,
South Africa,2024,46723498.0,0.845047839,0.815711129,0.363009272,0.514691033,,,
Spain,2024,41937630.0,0.991302906,0.991302906,,,,,
Spain,2024,41937630.0,0.981677101,0.981677101,,,,,
Sri Lanka,2024,17109247.0,0.828279192,0.82592326,,0.361743621,,,
Sri Lanka,2024,17109247.0,0.795642507,0.786691321,,0.35810263,,,
Sweden,2024,8719085.0,0.981459527,0.981459527,,,,,
Sweden,2024,8719085.0,1.0,1.0,,,,,
Switzerland,2024,7553903.0,0.987713557,0.987713557,,,,,
Switzerland,2024,7553903.0,0.980304861,0.980304861,,,,,
"Taiwan, China",2024,20437095.0,0.911685397,0.911685397,,,,,
"Taiwan, China",2024,20437095.0,0.965348126,0.965348126,,,,,
Tajikistan,2024,6596875.0,0.554681524,0.538921814,0.143650619,0.249631108,,,
Tajikistan,2024,6596875.0,0.522499238,0.490826565,0.145860435,0.36281084,,,
Tanzania,2024,38155970.0,0.558853723,0.187368014,0.490017662,0.511575963,,,
Tanzania,2024,38155970.0,0.770311975,0.359412392,0.696651749,0.595075096,,,
Thailand,2024,60882768.0,0.923216671,0.914816224,0.367459375,0.617899729,,,
Thailand,2024,60882768.0,0.90716247,0.903092114,0.526856767,0.659874699,,,
Togo,2024,5593530.0,0.528711175,0.25474071,0.462269939,0.633451881,,,
Togo,2024,5593530.0,0.657371172,0.451261853,0.512044815,0.673485347,,,
Trinidad And Tobago,2024,1120989.0,0.668374198,0.668374198,,,,,
Trinidad And Tobago,2024,1120989.0,0.819537902,0.819537902,,,,,
Tunisia,2024,9219268.0,0.301851805,0.299853343,,0.430084004,,,
Tunisia,2024,9219268.0,0.467371821,0.467371821,,0.543346604,,,
Turkiye,2024,66691005.0,0.750732612,0.750732612,0.150426367,0.388925585,,,
Turkiye,2024,66691005.0,0.846008422,0.845327257,0.272141864,0.423057429,,,
Uganda,2024,27277834.0,0.70927073,0.253658195,0.656703004,0.832036119,,,
Uganda,2024,27277834.0,0.857484234,0.316639221,0.817995614,0.847812273,,,
Ukraine,2024,32338724.0,0.886007983,0.886007983,,0.351582214,,,
Ukraine,2024,32338724.0,0.86408727,0.86408727,,0.464438274,,,
United Kingdom,2024,56450851.0,0.992945392,0.992945392,,,,,
United Kingdom,2024,56450851.0,0.993844826,0.993844826,,,,,
United States,2024,275987833.0,0.972820129,0.972820129,,,,,
United States,2024,275987833.0,0.967025028,0.967025028,,,,,
Uruguay,2024,2755004.0,0.674042334,0.674042334,,,,,
Uruguay,2024,2755004.0,0.785149619,0.785149619,,,,,
Uzbekistan,2024,24646062.0,0.595970846,0.595970846,,0.278527905,,,
Uzbekistan,2024,24646062.0,0.597708237,0.597708237,,0.402642271,,,
"Venezuela, Rb",2024,20899114.0,0.834452814,0.82880201,0.335635814,0.524310107,,,
"Venezuela, Rb",2024,20899114.0,0.936273698,0.925060583,0.357802323,0.532256899,,,
Viet Nam,2024,76663207.0,0.673680342,0.664564467,0.361929139,0.674920876,,,
Viet Nam,2024,76663207.0,0.770134521,0.767535149,0.438613496,0.707648455,,,
West Bank And Gaza,2024,3183655.0,0.374857466,0.369479185,,0.304026833,,,
West Bank And Gaza,2024,3183655.0,0.421864017,0.407285236,,0.314498443,,,
Zambia,2024,12029200.0,0.694654727,0.205117235,0.66893159,0.652266113,,,
Zambia,2024,12029200.0,0.771773541,0.289948,0.726529558,0.727865437,,,
Zimbabwe,2024,9588258.0,0.440948466,0.179048109,0.393866302,0.436412636,,,
Zimbabwe,2024,9588258.0,0.645784236,0.317247421,0.542776456,0.519825361,,,
Albania,2011,2281010.0,0.175392483,0.175392483,,,,,
Albania,2011,2281010.0,0.429181397,0.429181397,,,,,
Algeria,2011,26251587.0,0.160406881,0.160406881,,,,,
Algeria,2011,26251587.0,0.65131182,0.65131182,,,,,
Angola,2011,12779501.0,0.277091902,0.277091902,,,,,
Angola,2011,12779501.0,0.60359489,0.60359489,,,,,
Argentina,2011,30685516.0,0.26812652,0.26812652,,,,,
Argentina,2011,30685516.0,0.381462054,0.381462054,,,,,
Armenia,2011,2457011.0,0.116312777,0.116312777,,,,,
Armenia,2011,2457011.0,0.276015448,0.276015448,,,,,
Australia,2011,17830548.0,0.980552144,0.980552144,,,,,
Australia,2011,17830548.0,0.996766394,0.996766394,,,,,
Austria,2011,7123870.0,0.962318136,0.962318136,,,,,
Austria,2011,7123870.0,0.976797129,0.976797129,,,,,
Azerbaijan,2011,7034188.0,0.095625309,0.095625309,,,,,
Azerbaijan,2011,7034188.0,0.246038019,0.246038019,,,,,
Bahrain,2011,978145.0,0.436685162,0.436685162,,,,,
Bahrain,2011,978145.0,0.972968117,0.972968117,,,,,
Bangladesh,2011,100376575.0,0.251809116,0.251809116,,,,,
Bangladesh,2011,100376575.0,0.412171742,0.412171742,,,,,
Belarus,2011,8075665.0,0.292516017,0.292516017,,,,,
Belarus,2011,8075665.0,0.703346647,0.703346647,,,,,
Belgium,2011,9049843.0,0.950933057,0.950933057,,,,,
Belgium,2011,9049843.0,0.978147109,0.978147109,,,,,
Benin,2011,5496491.0,0.043963338,0.043963338,,,,,
Benin,2011,5496491.0,0.123864793,0.123864793,,,,,
Bolivia,2011,6675907.0,0.18521757,0.18521757,,,,,
Bolivia,2011,6675907.0,0.34944896,0.34944896,,,,,
Bosnia And Herzegovina,2011,3217823.0,0.426545696,0.426545696,,,,,
Bosnia And Herzegovina,2011,3217823.0,0.778595362,0.778595362,,,,,
Botswana,2011,1340324.0,0.186570974,0.186570974,,,,,
Botswana,2011,1340324.0,0.556623524,0.556623524,,,,,
Brazil,2011,145842533.0,0.436580995,0.436580995,,,,,
Brazil,2011,145842533.0,0.641003717,0.641003717,,,,,
Bulgaria,2011,6400381.0,0.350231905,0.350231905,,,,,
Bulgaria,2011,6400381.0,0.737163883,0.737163883,,,,,
Burkina Faso,2011,8802362.0,0.070810319,0.070810319,,,,,
Burkina Faso,2011,8802362.0,0.157912569,0.157912569,,,,,
Cameroon,2011,11072780.0,0.058244172,0.058244172,,,,,
Cameroon,2011,11072780.0,0.201024049,0.201024049,,,,,
Canada,2011,28373521.0,0.936337007,0.936337007,,,,,
Canada,2011,28373521.0,0.970665881,0.970665881,,,,,
Chile,2011,13480066.0,0.297293353,0.297293353,,,,,
Chile,2011,13480066.0,0.547414477,0.547414477,,,,,
China,2011,1090576711.0,0.544379854,0.544379854,,,,,
China,2011,1090576711.0,0.665988886,0.665988886,,,,,
Colombia,2011,32481705.0,0.151417101,0.151417101,,,,,
Colombia,2011,32481705.0,0.425363816,0.425363816,,,,,
Comoros,2011,382348.0,0.086181593,0.086181593,,,,,
Comoros,2011,382348.0,0.395313997,0.395313997,,,,,
"Congo, Rep.",2011,2658255.0,0.054796086,0.054796086,,,,,
"Congo, Rep.",2011,2658255.0,0.160434076,0.160434076,,,,,
Costa Rica,2011,3423771.0,0.380658248,0.380658248,,,,,
Costa Rica,2011,3423771.0,0.6345195,0.6345195,,,,,
Croatia,2011,3638504.0,0.783440196,0.783440196,,,,,
Croatia,2011,3638504.0,0.975262226,0.975262226,,,,,
Cyprus,2011,936237.0,0.748296071,0.748296071,,,,,
Cyprus,2011,936237.0,0.944145499,0.944145499,,,,,
Czechia,2011,8965818.0,0.620480728,0.620480728,,,,,
Czechia,2011,8965818.0,0.947209165,0.947209165,,,,,
Denmark,2011,4549535.0,0.993243068,0.993243068,,,,,
Denmark,2011,4549535.0,1.0,1.0,,,,,
Djibouti,2011,591971.0,0.054431743,0.054431743,,,,,
Djibouti,2011,591971.0,0.308352204,0.308352204,,,,,
Dominican Republic,2011,6788648.0,0.253029835,0.253029835,,,,,
Dominican Republic,2011,6788648.0,0.517476101,0.517476101,,,,,
El Salvador,2011,4126198.0,0.066694582,0.066694582,,,,,
El Salvador,2011,4126198.0,0.237129482,0.237129482,,,,,
Estonia,2011,1128611.0,0.940426157,0.940426157,,,,,
Estonia,2011,1128611.0,0.989202609,0.989202609,,,,,
Eswatini,2011,680317.0,0.136224445,0.136224445,,,,,
Eswatini,2011,680317.0,0.610851993,0.610851993,,,,,
Finland,2011,4475337.0,0.99231019,0.99231019,,,,,
Finland,2011,4475337.0,1.0,1.0,,,,,
France,2011,52976120.0,0.955168754,0.955168754,,,,,
France,2011,52976120.0,0.996599374,0.996599374,,,,,
Georgia,2011,3084171.0,0.264234765,0.264234765,,,,,
Georgia,2011,3084171.0,0.46521794,0.46521794,,,,,
Ghana,2011,15512209.0,0.194271402,0.194271402,,,,,
Ghana,2011,15512209.0,0.348870323,0.348870323,,,,,
Greece,2011,9493929.0,0.705850075,0.705850075,,,,,
Greece,2011,9493929.0,0.869453567,0.869453567,,,,,
Guatemala,2011,8804525.0,0.147896193,0.147896193,,,,,
Guatemala,2011,8804525.0,0.308989315,0.308989315,,,,,
Haiti,2011,6250015.0,0.096417819,0.096417819,,,,,
Haiti,2011,6250015.0,0.312378351,0.312378351,,,,,
Honduras,2011,5181064.0,0.145267308,0.145267308,,,,,
Honduras,2011,5181064.0,0.299256504,0.299256504,,,,,
"Hong Kong Sar, China",2011,6165173.0,0.810538388,0.810538388,,,,,
"Hong Kong Sar, China",2011,6165173.0,0.965675206,0.965675206,,,,,
Hungary,2011,8529919.0,0.560815793,0.560815793,,,,,
Hungary,2011,8529919.0,0.907973159,0.907973159,,,,,
India,2011,853745004.0,0.261833386,0.261833386,,,,,
India,2011,853745004.0,0.44224517,0.44224517,,,,,
Indonesia,2011,177530453.0,0.107773093,0.107773093,,,,,
Indonesia,2011,177530453.0,0.243128999,0.243128999,,,,,
"Iran, Islamic Rep.",2011,59270231.0,0.694152901,0.694152901,,,,,
"Iran, Islamic Rep.",2011,59270231.0,0.835018497,0.835018497,,,,,
Iraq,2011,18241367.0,0.071518651,0.071518651,,,,,
Iraq,2011,18241367.0,0.170297337,0.170297337,,,,,
Ireland,2011,3598499.0,0.916313138,0.916313138,,,,,
Ireland,2011,3598499.0,0.956693002,0.956693002,,,,,
Israel,2011,5491153.0,0.812001725,0.812001725,,,,,
Israel,2011,5491153.0,0.950145067,0.950145067,,,,,
Italy,2011,50957209.0,0.625898604,0.625898604,,,,,
Italy,2011,50957209.0,0.823622645,0.823622645,,,,,
Jamaica,2011,2007871.0,0.621170908,0.621170908,,,,,
Jamaica,2011,2007871.0,0.791304553,0.791304553,,,,,
Japan,2011,110945852.0,0.934452998,0.934452998,,,,,
Japan,2011,110945852.0,0.987424706,0.987424706,,,,,
Jordan,2011,4670454.0,0.142445804,0.142445804,,,,,
Jordan,2011,4670454.0,0.498649984,0.498649984,,,,,
Kazakhstan,2011,12564991.0,0.355442316,0.355442316,,,,,
Kazakhstan,2011,12564991.0,0.460262254,0.460262254,,,,,
"Korea, Rep.",2011,41432826.0,0.898685678,0.898685678,,,,,
"Korea, Rep.",2011,41432826.0,0.972261401,0.972261401,,,,,
Kosovo,2011,1287712.0,0.323950041,0.323950041,,,,,
Kosovo,2011,1287712.0,0.768845235,0.768845235,,,,,
Lao Pdr,2011,4035423.0,0.171064237,0.171064237,,,,,
Lao Pdr,2011,4035423.0,0.318764265,0.318764265,,,,,
Latvia,2011,1800178.0,0.807518802,0.807518802,,,,,
Latvia,2011,1800178.0,0.9660272,0.9660272,,,,,
Lebanon,2011,3709897.0,0.203177828,0.203177828,,,,,
Lebanon,2011,3709897.0,0.513534557,0.513534557,,,,,
Lesotho,2011,1266790.0,0.092633468,0.092633468,,,,,
Lesotho,2011,1266790.0,0.324730489,0.324730489,,,,,
Liberia,2011,2309936.0,0.074563826,0.074563826,,,,,
Liberia,2011,2309936.0,0.274055334,0.274055334,,,,,
Lithuania,2011,2635099.0,0.563839072,0.563839072,,,,,
Lithuania,2011,2635099.0,0.870497557,0.870497557,,,,,
Luxembourg,2011,417441.0,0.920781448,0.920781448,,,,,
Luxembourg,2011,417441.0,0.986049501,0.986049501,,,,,
Malawi,2011,7972899.0,0.101567672,0.101567672,,,,,
Malawi,2011,7972899.0,0.213683941,0.213683941,,,,,
Malaysia,2011,20649116.0,0.525132291,0.525132291,,,,,
Malaysia,2011,20649116.0,0.773781851,0.773781851,,,,,
Malta,2011,351508.0,0.929775259,0.929775259,,,,,
Malta,2011,351508.0,0.98374872,0.98374872,,,,,
Mauritania,2011,1903527.0,0.066107942,0.066107942,,,,,
Mauritania,2011,1903527.0,0.333832238,0.333832238,,,,,
Mauritius,2011,986634.0,0.717450916,0.717450916,,,,,
Mauritius,2011,986634.0,0.886385412,0.886385412,,,,,
Mexico,2011,79795751.0,0.158059951,0.158059951,,,,,
Mexico,2011,79795751.0,0.375892979,0.375892979,,,,,
Moldova,2011,2361620.0,0.101833636,0.101833636,,,,,
Moldova,2011,2361620.0,0.234157983,0.234157983,,,,,
Mongolia,2011,1973485.0,0.677372424,0.677372424,,,,,
Mongolia,2011,1973485.0,0.874519278,0.874519278,,,,,
Montenegro,2011,500343.0,0.350182978,0.350182978,,,,,
Montenegro,2011,500343.0,0.696485121,0.696485121,,,,,
Nepal,2011,17498633.0,0.211439622,0.211439622,,,,,
Nepal,2011,17498633.0,0.28813369,0.28813369,,,,,
Netherlands,2011,13694510.0,0.985061198,0.985061198,,,,,
Netherlands,2011,13694510.0,0.987541969,0.987541969,,,,,
New Zealand,2011,3443024.0,0.987251362,0.987251362,,,,,
New Zealand,2011,3443024.0,0.99742795,0.99742795,,,,,
Nicaragua,2011,3774402.0,0.081463314,0.081463314,,,,,
Nicaragua,2011,3774402.0,0.211330896,0.211330896,,,,,
Nigeria,2011,92621676.0,0.205898201,0.205898201,,,,,
Nigeria,2011,92621676.0,0.34703704,0.34703704,,,,,
North Macedonia,2011,1569860.0,0.682109008,0.682109008,,,,,
North Macedonia,2011,1569860.0,0.86704742,0.86704742,,,,,
Oman,2011,1989124.0,0.619226869,0.619226869,,,,,
Oman,2011,1989124.0,0.871904591,0.871904591,,,,,
Pakistan,2011,120857470.0,0.038750418,0.038750418,,,,,
Pakistan,2011,120857470.0,0.173569841,0.173569841,,,,,
Panama,2011,2569368.0,0.170731824,0.170731824,,,,,
Panama,2011,2569368.0,0.346188088,0.346188088,,,,,
Paraguay,2011,3870412.0,0.087382593,0.087382593,,,,,
Paraguay,2011,3870412.0,0.313048811,0.313048811,,,,,
Peru,2011,20570757.0,0.123578332,0.123578332,,,,,
Peru,2011,20570757.0,0.256997465,0.256997465,,,,,
Philippines,2011,62034866.0,0.232172935,0.232172935,,,,,
Philippines,2011,62034866.0,0.287840663,0.287840663,,,,,
Poland,2011,32308457.0,0.513856906,0.513856906,,,,,
Poland,2011,32308457.0,0.912220292,0.912220292,,,,,
Portugal,2011,8967347.0,0.746167742,0.746167742,,,,,
Portugal,2011,8967347.0,0.901704293,0.901704293,,,,,
Qatar,2011,1392286.0,0.546690648,0.546690648,,,,,
Qatar,2011,1392286.0,0.738157629,0.738157629,,,,,
Romania,2011,17058580.0,0.342355396,0.342355396,,,,,
Romania,2011,17058580.0,0.562607152,0.562607152,,,,,
Russian Federation,2011,121177141.0,0.359730646,0.359730646,,,,,
Russian Federation,2011,121177141.0,0.56843857,0.56843857,,,,,
Rwanda,2011,5941330.0,0.129763292,0.129763292,,,,,
Rwanda,2011,5941330.0,0.4843925,0.4843925,,,,,
Saudi Arabia,2011,17354530.0,0.135631199,0.135631199,,,,,
Saudi Arabia,2011,17354530.0,0.851041436,0.851041436,,,,,
Serbia,2011,6237019.0,0.511020565,0.511020565,,,,,
Serbia,2011,6237019.0,0.76507259,0.76507259,,,,,
Sierra Leone,2011,3534329.0,0.060180605,0.060180605,,,,,
Sierra Leone,2011,3534329.0,0.242994775,0.242994775,,,,,
Singapore,2011,4359214.0,0.965323335,0.965323335,,,,,
Singapore,2011,4359214.0,0.996717477,0.996717477,,,,,
Slovak Republic,2011,4557830.0,0.592243118,0.592243118,,,,,
Slovak Republic,2011,4557830.0,0.963465595,0.963465595,,,,,
Slovenia,2011,1758964.0,0.961248696,0.961248696,,,,,
Slovenia,2011,1758964.0,0.979303647,0.979303647,,,,,
South Africa,2011,36953226.0,0.39270584,0.39270584,,,,,
South Africa,2011,36953226.0,0.816169314,0.816169314,,,,,
Spain,2011,39626900.0,0.905585485,0.905585485,,,,,
Spain,2011,39626900.0,0.963837367,0.963837367,,,,,
Sri Lanka,2011,15571720.0,0.652159927,0.652159927,,,,,
Sri Lanka,2011,15571720.0,0.716750025,0.716750025,,,,,
Sweden,2011,7820937.0,0.975649176,0.975649176,,,,,
Sweden,2011,7820937.0,0.99731911,0.99731911,,,,,
Syrian Arab Republic,2011,14356499.0,0.2073850590868449,0.2073850590868449,,,,,
Syrian Arab Republic,2011,14356499.0,0.270058007,0.270058007,,,,,
"Taiwan, China",2011,19429474.0,0.811596361,0.811596361,,,,,
"Taiwan, China",2011,19429474.0,0.922793794,0.922793794,,,,,
Tanzania,2011,24470055.0,0.080023114,0.080023114,,,,,
Tanzania,2011,24470055.0,0.22979934,0.22979934,,,,,
Thailand,2011,54766867.0,0.598402386,0.598402386,,,,,
Thailand,2011,54766867.0,0.777927762,0.777927762,,,,,
Togo,2011,3932998.0,0.066165297,0.066165297,,,,,
Togo,2011,3932998.0,0.122904645,0.122904645,,,,,
Trinidad And Tobago,2011,1050120.0,0.717416117,0.717416117,,,,,
Trinidad And Tobago,2011,1050120.0,0.797947989,0.797947989,,,,,
Turkiye,2011,54201890.0,0.378196669,0.378196669,,,,,
Turkiye,2011,54201890.0,0.944299994,0.944299994,,,,,
Uganda,2011,16363076.0,0.034931819,0.034931819,,,,,
Uganda,2011,16363076.0,0.31575755,0.31575755,,,,,
Ukraine,2011,39900312.0,0.265266293,0.265266293,,,,,
Ukraine,2011,39900312.0,0.503198489,0.503198489,,,,,
United Arab Emirates,2011,5710622.0,0.21720725,0.21720725,,,,,
United Arab Emirates,2011,5710622.0,0.944341655,0.944341655,,,,,
United Kingdom,2011,51619966.0,1.0,1.0,,,,,
United Kingdom,2011,51619966.0,0.988377137,0.988377137,,,,,
United States,2011,248390172.0,0.785428891,0.785428891,,,,,
United States,2011,248390172.0,0.942098591,0.942098591,,,,,
Uruguay,2011,2578893.0,0.174788389,0.174788389,,,,,
Uruguay,2011,2578893.0,0.311758793,0.311758793,,,,,
Uzbekistan,2011,20171292.0,0.094400945,0.094400945,,,,,
Uzbekistan,2011,20171292.0,0.285565878,0.285565878,,,,,
"Venezuela, Rb",2011,20199432.0,0.247637339,0.247637339,,,,,
"Venezuela, Rb",2011,20199432.0,0.663671274,0.663671274,,,,,
Viet Nam,2011,65955596.0,0.161141265,0.161141265,,,,,
Viet Nam,2011,65955596.0,0.240917438,0.240917438,,,,,
West Bank And Gaza,2011,2199701.0,0.081819213,0.081819213,,,,,
West Bank And Gaza,2011,2199701.0,0.460146772,0.460146772,,,,,
Zambia,2011,7506102.0,0.072258445,0.072258445,,,,,
Zambia,2011,7506102.0,0.36096184,0.36096184,,,,,
Zimbabwe,2011,7608011.0,0.20675883,0.20675883,,,,,
Zimbabwe,2011,7608011.0,0.565923503,0.565923503,,,,,
Afghanistan,2014,16708999.0,,,,0.182881727,,,
Afghanistan,2014,16708999.0,,,,0.364091331,,,
Albania,2014,2322032.0,0.275742925,0.275742925,,0.280787587,,,
Albania,2014,2322032.0,0.491160624,0.491160624,,0.493783437,,,
