country,year,pop_adult,any_account_share,formal_account_share,mobile_account_share,saved_formal,active_accounts,registered_accounts,agents_per_100k,active_accounts_per_1000,mobile_to_formal_ratio,delta_active_accounts,delta_mobile_account_share,sadc_mobile_avg,relative_penetration_index
West Bank And Gaza,2014,2416583.0,0.273375461,0.273375461,,0.205197418,,,,,,,,0.1794154358955224,
West Bank And Gaza,2014,2416583.0,0.21214855,0.21214855,,0.253001853,,,,,,,,0.1794154358955224,
"Yemen, Rep.",2014,16904246.0,,,,0.156520593,,,,,,,,0.1794154358955224,
"Yemen, Rep.",2014,16904246.0,,,,0.254608105,,,,,,,,0.1794154358955224,
Zambia,2014,8358295.0,0.381350851,0.329437688,0.148536151,0.717740727,,,,,0.45087783338256066,,,0.1794154358955224,-0.030879284895522385
Zambia,2014,8358295.0,0.332477692,0.297028107,0.094774249,0.685307026,,,,,0.3190750193886534,,-0.053761902,0.1794154358955224,-0.08464118689552239
Zimbabwe,2014,7862617.0,0.359539033,0.191269174,0.242077383,0.509700167,,,,,1.2656372061292012,,,0.1794154358955224,0.06266194710447762
Zimbabwe,2014,7862617.0,0.289797183,0.153363772,0.190969791,0.529340636,,,,,1.2452079686720277,,-0.05110759200000001,0.1794154358955224,0.01155435510447761
Afghanistan,2017,18807229.0,0.225364951,0.22364376,,0.209005646,,,,,,,,0.3023081295949162,
Afghanistan,2017,18807229.0,0.071606841,0.066383091,,0.070521185,,,,,,,,0.3023081295949162,
Albania,2017,2340965.0,0.420435032,0.413237545,,0.282961299,,,,,,,,0.3023081295949162,
Albania,2017,2340965.0,0.381029579,0.37426111,,0.236018591,,,,,,,,0.3023081295949162,
Algeria,2017,28799702.0,0.56254937,0.56254937,,0.445147175,,,,,,,,0.3023081295949162,
Algeria,2017,28799702.0,0.292687292,0.292687292,,0.327949673,,,,,,,,0.3023081295949162,
Argentina,2017,33036043.0,0.464663784,0.454294956,,0.356226659,,,,,,,,0.3023081295949162,
Argentina,2017,33036043.0,0.507572522,0.501894126,,0.254641478,,,,,,,,0.3023081295949162,
Armenia,2017,2384230.0,0.557514173,0.52296058,,0.380174332,,,,,,,,0.3023081295949162,
Armenia,2017,2384230.0,0.409064362,0.393551966,,0.254519848,,,,,,,,0.3023081295949162,
Australia,2017,19621820.0,0.998545403,0.998545403,,0.820050005,,,,,,,,0.3023081295949162,
Australia,2017,19621820.0,0.991950955,0.991950955,,0.766693925,,,,,,,,0.3023081295949162,
Austria,2017,7481549.0,0.979349672,0.979349672,,0.823610387,,,,,,,,0.3023081295949162,
Austria,2017,7481549.0,0.983757724,0.983757724,,0.770302077,,,,,,,,0.3023081295949162,
Azerbaijan,2017,7438923.0,0.294360921,0.294360921,,0.277040195,,,,,,,,0.3023081295949162,
Azerbaijan,2017,7438923.0,0.27719627,0.27719627,,0.258629826,,,,,,,,0.3023081295949162,
Bahrain,2017,1137724.0,0.863137046,0.863137046,,0.560253461,,,,,,,,0.3023081295949162,
Bahrain,2017,1137724.0,0.754067447,0.754067447,,0.526698863,,,,,,,,0.3023081295949162,
Bangladesh,2017,111658076.0,0.64586155,0.502418236,0.324719047,0.286490809,,,,,0.6463122230300573,,,0.3023081295949162,0.022410917405083775
Bangladesh,2017,111658076.0,0.358363454,0.319130126,0.10273787,0.264079327,,,,,0.3219309668056847,,-0.22198117699999997,0.3023081295949162,-0.1995702595949162
Belarus,2017,7909969.0,0.80934171,0.80934171,,0.472420064,,,,,,,,0.3023081295949162,
Belarus,2017,7909969.0,0.813381714,0.813381714,,0.530466529,,,,,,,,0.3023081295949162,
Belgium,2017,9407055.0,0.984492598,0.984492598,,0.746960786,,,,,,,,0.3023081295949162,
Belgium,2017,9407055.0,0.988175487,0.988175487,,0.653659087,,,,,,,,0.3023081295949162,
Benin,2017,6631280.0,0.486232072,0.410673755,0.246091235,0.540820829,,,,,0.5992377940002521,,,0.3023081295949162,-0.05621689459491622
Benin,2017,6631280.0,0.285858877,0.229106578,0.117268411,0.447093344,,,,,0.5118509124604882,,-0.128822824,0.3023081295949162,-0.1850397185949162
Bolivia,2017,7571421.0,0.549843919,0.510872416,,0.574486991,,,,,,,,0.3023081295949162,
Bolivia,2017,7571421.0,0.538528341,0.513221373,,0.52331307,,,,,,,,0.3023081295949162,
Bosnia And Herzegovina,2017,2982772.0,0.631763528,0.631763528,,0.252194449,,,,,,,,0.3023081295949162,
Bosnia And Herzegovina,2017,2982772.0,0.547418005,0.547418005,,0.173993028,,,,,,,,0.3023081295949162,
Botswana,2017,1470809.0,0.56210248,0.494085332,0.291026011,0.525560271,,,,,0.589019734348236,,0.09645270699999997,0.3023081295949162,-0.011282118594916235
Botswana,2017,1470809.0,0.467885174,0.410741656,0.205060827,0.421607999,,,,,0.49924526525257035,,-0.08596518399999997,0.3023081295949162,-0.09724730259491621
Brazil,2017,158478074.0,0.728475444,0.728475444,,0.396106459,,,,,,,,0.3023081295949162,
Brazil,2017,158478074.0,0.675146495,0.675146495,,0.260750207,,,,,,,,0.3023081295949162,
Bulgaria,2017,6128150.0,0.706195383,0.706195383,,0.410645693,,,,,,,,0.3023081295949162,
Bulgaria,2017,6128150.0,0.736368626,0.736368626,,0.415557031,,,,,,,,0.3023081295949162,
Burkina Faso,2017,10570484.0,0.51280953,0.263018988,0.418080486,0.547844027,,,,,1.5895448810714758,,,0.3023081295949162,0.11577235640508377
Burkina Faso,2017,10570484.0,0.344989351,0.201822052,0.236532724,0.530220762,,,,,1.1719865181035816,,-0.18154776199999997,0.3023081295949162,-0.06577540559491621
Cambodia,2017,10807431.0,0.218454568,0.184763877,,0.562379021,,,,,,,,0.3023081295949162,
Cambodia,2017,10807431.0,0.215263934,0.172377444,,0.476237051,,,,,,,,0.3023081295949162,
Cameroon,2017,13358414.0,0.39244455,0.311152142,0.170096559,0.594595404,,,,,0.5466668424863358,,,0.3023081295949162,-0.1322115705949162
Cameroon,2017,13358414.0,0.300303702,0.227034505,0.133035088,0.545321015,,,,,0.5859685865811455,,-0.03706147100000001,0.3023081295949162,-0.1692730415949162
Canada,2017,30253020.0,0.995923036,0.995923036,,0.81679639,,,,,,,,0.3023081295949162,
Canada,2017,30253020.0,0.998528004,0.998528004,,0.785566952,,,,,,,,0.3023081295949162,
Central African Republic,2017,2404000.0,0.180825013,0.180825013,,0.385981671,,,,,,,,0.3023081295949162,
Central African Republic,2017,2404000.0,0.097176175,0.097176175,,0.407845742,,,,,,,,0.3023081295949162,
Chad,2017,7782131.0,0.290307889,,0.197887312,0.28866562,,,,,,,,0.3023081295949162,-0.1044208175949162
Chad,2017,7782131.0,0.148502583,,0.109052793,0.249897245,,,,,,,-0.08883451900000001,0.3023081295949162,-0.19325533659491623
Chile,2017,14675996.0,0.777538707,0.773949374,0.214932626,0.549027154,,,,,0.2777088957242312,,,0.3023081295949162,-0.08737550359491622
Chile,2017,14675996.0,0.712737912,0.706224989,0.16121255,0.440043738,,,,,0.22827364156042348,,-0.05372007599999998,0.3023081295949162,-0.1410955795949162
China,2017,1133758537.0,0.833617864,0.833617864,,0.551357684,,,,,,,,0.3023081295949162,
China,2017,1133758537.0,0.75655772,0.75655772,,0.442886375,,,,,,,,0.3023081295949162,
Colombia,2017,36092425.0,0.494469708,0.487973032,,0.450467176,,,,,,,,0.3023081295949162,
Colombia,2017,36092425.0,0.424744313,0.414077087,,0.331589907,,,,,,,,0.3023081295949162,
"Congo, Dem. Rep.",2017,45407203.0,0.273890965,0.155822075,0.186024071,0.383659373,,,,,1.1938236029779479,,,0.3023081295949162,-0.1162840585949162
"Congo, Dem. Rep.",2017,45407203.0,0.242188233,0.143918787,0.13520658,0.395232592,,,,,0.9394644216949939,,-0.05081749100000002,0.3023081295949162,-0.16710154959491622
"Congo, Rep.",2017,3026298.0,0.312151466,0.273857109,,0.461678308,,,,,,,,0.3023081295949162,
"Congo, Rep.",2017,3026298.0,0.209935621,0.191489279,,0.451739323,,,,,,,,0.3023081295949162,
Costa Rica,2017,3790388.0,0.75461355,0.75461355,,0.659233867,,,,,,,,0.3023081295949162,
Costa Rica,2017,3790388.0,0.608790616,0.608790616,,0.504665523,,,,,,,,0.3023081295949162,
Cote D'Ivoire,2017,14983416.0,0.465971047,0.193169235,0.378876735,0.512864232,,,,,1.9613720321458024,,0.17858822900000001,0.3023081295949162,0.07656860540508381
Cote D'Ivoire,2017,14983416.0,0.355649787,0.097843843,0.298547288,0.464606011,,,,,3.051262898576051,,-0.080329447,0.3023081295949162,-0.0037608415949161866
Croatia,2017,3508155.0,0.898380563,0.898380563,,0.502660922,,,,,,,,0.3023081295949162,
Croatia,2017,3508155.0,0.826969457,0.826969457,,0.438210103,,,,,,,,0.3023081295949162,
Cyprus,2017,1039880.0,0.873152514,0.873152514,,0.429816435,,,,,,,,0.3023081295949162,
Cyprus,2017,1039880.0,0.900142209,0.900142209,,0.44122472,,,,,,,,0.3023081295949162,
Czechia,2017,8934395.0,0.835768999,0.835768999,,0.692911283,,,,,,,,0.3023081295949162,
Czechia,2017,8934395.0,0.785847872,0.785847872,,0.654916362,,,,,,,,0.3023081295949162,
Denmark,2017,4767144.0,0.998329659,0.998329659,,0.806309887,,,,,,,,0.3023081295949162,
Denmark,2017,4767144.0,1.0,1.0,,0.791182156,,,,,,,,0.3023081295949162,
Dominican Republic,2017,7508555.0,0.583558714,0.562278587,,0.556006931,,,,,,,,0.3023081295949162,
Dominican Republic,2017,7508555.0,0.541428378,0.533519179,,0.482155416,,,,,,,,0.3023081295949162,
Ecuador,2017,11800828.0,0.602360646,0.598998936,,0.41731688,,,,,,,,0.3023081295949162,
Ecuador,2017,11800828.0,0.426063378,0.4218766,,0.263922505,,,,,,,,0.3023081295949162,
"Egypt, Arab Rep.",2017,66961302.0,0.386534754,0.372177209,,0.343055276,,,,,,,,0.3023081295949162,
"Egypt, Arab Rep.",2017,66961302.0,0.269944191,0.269944191,,0.270224319,,,,,,,,0.3023081295949162,
El Salvador,2017,4464670.0,0.375771422,0.363407382,,0.401291033,,,,,,,,0.3023081295949162,
El Salvador,2017,4464670.0,0.243799601,0.235440093,,0.361188348,,,,,,,,0.3023081295949162,
Estonia,2017,1103273.0,0.975467203,0.975467203,,0.66403211,,,,,,,,0.3023081295949162,
Estonia,2017,1103273.0,0.983752398,0.983752398,,0.679827191,,,,,,,,0.3023081295949162,
Ethiopia,2017,61575604.0,0.409438766,0.409438766,,0.645891095,,,,,,,,0.3023081295949162,
Ethiopia,2017,61575604.0,0.290754315,0.290754315,,0.599194591,,,,,,,,0.3023081295949162,
Finland,2017,4600229.0,1.0,1.0,,0.744177252,,,,,,,,0.3023081295949162,
Finland,2017,4600229.0,0.995862733,0.995862733,,0.703921227,,,,,,,,0.3023081295949162,
France,2017,54658275.0,0.969788266,0.969788266,,0.637117154,,,,,,,,0.3023081295949162,
France,2017,54658275.0,0.9128713,0.9128713,,0.629354681,,,,,,,,0.3023081295949162,
Gabon,2017,1332068.0,0.638023464,0.383640987,0.462588735,0.58865567,,,,,1.2057854887126542,,,0.3023081295949162,0.16028060540508376
Gabon,2017,1332068.0,0.537041267,0.298599474,0.41053036,0.602964593,,,,,1.374852924221829,,-0.05205837499999999,0.3023081295949162,0.10822223040508377
"Gambia, The",2017,1294272.0,0.326937017,0.326937017,,0.420267013,,,,,,,,0.3023081295949162,
"Gambia, The",2017,1294272.0,0.247647799,0.247647799,,0.492856761,,,,,,,,0.3023081295949162,
Georgia,2017,2987888.0,0.584917883,0.584917883,,0.169582567,,,,,,,,0.3023081295949162,
Georgia,2017,2987888.0,0.636122606,0.636122606,,0.133043517,,,,,,,,0.3023081295949162,
Germany,2017,71374479.0,0.990789317,0.990789317,,0.776919466,,,,,,,,0.3023081295949162,
Germany,2017,71374479.0,0.991992476,0.991992476,,0.738738992,,,,,,,,0.3023081295949162,
Ghana,2017,18083712.0,0.617916792,0.462903714,0.442139267,0.539274512,,,,,0.9551430537885034,,0.32375258900000004,0.3023081295949162,0.1398311374050838
Ghana,2017,18083712.0,0.537234204,0.383566721,0.337851034,0.466250314,,,,,0.8808142508275633,,-0.10428823300000001,0.3023081295949162,0.035542904405083786
Greece,2017,9220190.0,0.864485627,0.864485627,,0.212794214,,,,,,,,0.3023081295949162,
Greece,2017,9220190.0,0.84536901,0.84536901,,0.206575583,,,,,,,,0.3023081295949162,
Guatemala,2017,10430246.0,0.463569655,0.463569655,,0.473037526,,,,,,,,0.3023081295949162,
Guatemala,2017,10430246.0,0.42086281,0.410010958,,0.377214998,,,,,,,,0.3023081295949162,
Guinea,2017,6873506.0,0.272642091,0.157583505,0.17628718,0.382339685,,,,,1.1186905634571331,,,0.3023081295949162,-0.12602094959491622
Guinea,2017,6873506.0,0.196709747,0.134863677,0.098946492,0.399532701,,,,,0.7336778456663317,,-0.07734068799999999,0.3023081295949162,-0.2033616375949162
Haiti,2017,7048972.0,0.353547214,0.293041055,0.158697161,0.453755173,,,,,0.541552653774059,,,0.3023081295949162,-0.1436109685949162
Haiti,2017,7048972.0,0.300456131,0.271382343,0.11300607,0.428045862,,,,,0.41640907345250533,,-0.045691091,0.3023081295949162,-0.1893020595949162
Honduras,2017,6185475.0,0.502408207,0.469963473,,0.503976806,,,,,,,,0.3023081295949162,
Honduras,2017,6185475.0,0.409506881,0.393107576,,0.33937559,,,,,,,,0.3023081295949162,
"Hong Kong Sar, China",2017,6493265.0,0.959928222,0.959928222,,0.690569744,,,,,,,,0.3023081295949162,
"Hong Kong Sar, China",2017,6493265.0,0.947024236,0.947024236,,0.53974889,,,,,,,,0.3023081295949162,
Hungary,2017,8389859.0,0.781625657,0.781625657,,0.394990233,,,,,,,,0.3023081295949162,
Hungary,2017,8389859.0,0.72157523,0.72157523,,0.345292053,,,,,,,,0.3023081295949162,
India,2017,962463650.0,0.830089957,0.829398193,,0.372693559,,,,,,,,0.3023081295949162,
India,2017,962463650.0,0.766396328,0.766396328,,0.297231202,,,,,,,,0.3023081295949162,
Indonesia,2017,193777030.0,0.462457164,0.455209555,,0.615609392,,,,,,,,0.3023081295949162,
Indonesia,2017,193777030.0,0.513549181,0.51137547,,0.619816138,,,,,,,,0.3023081295949162,
"Iran, Islamic Rep.",2017,63892824.0,0.964517638,0.954692636,0.307472163,0.458803088,,,,,0.3220640354871241,,,0.3023081295949162,0.005164033405083812
"Iran, Islamic Rep.",2017,63892824.0,0.916112579,0.913281457,0.220247368,0.409258981,,,,,0.24116045093424032,,-0.08722479500000002,0.3023081295949162,-0.08206076159491621
Iraq,2017,23052127.0,0.258215728,0.221099562,,0.389566284,,,,,,,,0.3023081295949162,
Iraq,2017,23052127.0,0.195048214,0.185388691,,0.230619425,,,,,,,,0.3023081295949162,
Ireland,2017,3749429.0,0.953754012,0.953754012,,0.732254556,,,,,,,,0.3023081295949162,
Ireland,2017,3749429.0,0.95307038,0.95307038,,0.705239646,,,,,,,,0.3023081295949162,
Israel,2017,6131598.0,0.918948513,0.918948513,,0.648009875,,,,,,,,0.3023081295949162,
Israel,2017,6131598.0,0.937003824,0.937003824,,0.626831654,,,,,,,,0.3023081295949162,
Italy,2017,52409524.0,0.961354574,0.961354574,,0.684979607,,,,,,,,0.3023081295949162,
Italy,2017,52409524.0,0.916244344,0.916244344,,0.568404974,,,,,,,,0.3023081295949162,
Japan,2017,110907804.0,0.984573563,0.984573563,,0.803695207,,,,,,,,0.3023081295949162,
Japan,2017,110907804.0,0.980646741,0.980646741,,0.755348686,,,,,,,,0.3023081295949162,
Jordan,2017,6558247.0,0.562812776,0.555148156,,0.469873627,,,,,,,,0.3023081295949162,
Jordan,2017,6558247.0,0.266133896,0.266133896,,0.430786082,,,,,,,,0.3023081295949162,
Kazakhstan,2017,13196334.0,0.568952602,0.568952602,,0.393895819,,,,,,,,0.3023081295949162,
Kazakhstan,2017,13196334.0,0.602865502,0.602865502,,0.327432913,,,,,,,,0.3023081295949162,
Kenya,2017,28150345.0,0.858360953,0.654957921,0.768989866,0.765606872,,,,,1.1741057575514076,,0.21994542799999994,0.3023081295949162,0.46668173640508376
Kenya,2017,28150345.0,0.777463652,0.469648044,0.693801386,0.647412317,,,,,1.477279411388329,,-0.07518848,0.3023081295949162,0.39149325640508376
"Korea, Rep.",2017,44377468.0,0.950178973,0.950178973,,0.649824255,,,,,,,,0.3023081295949162,
"Korea, Rep.",2017,44377468.0,0.946853097,0.946853097,,0.726601983,,,,,,,,0.3023081295949162,
Kosovo,2017,1328163.0,0.61147653,0.61147653,,0.460935047,,,,,,,,0.3023081295949162,
Kosovo,2017,1328163.0,0.437180699,0.437180699,,0.328394693,,,,,,,,0.3023081295949162,
Kuwait,2017,3138850.0,0.833065231,0.833065231,,0.490851072,,,,,,,,0.3023081295949162,
Kuwait,2017,3138850.0,0.734630113,0.734630113,,0.434244644,,,,,,,,0.3023081295949162,
Kyrgyz Republic,2017,4195979.0,0.411680547,0.386540397,,0.227557435,,,,,,,,0.3023081295949162,
Kyrgyz Republic,2017,4195979.0,0.388549977,0.379543499,,0.245429646,,,,,,,,0.3023081295949162,
Lao Pdr,2017,4638548.0,0.261158833,0.261158833,,0.600389232,,,,,,,,0.3023081295949162,
Lao Pdr,2017,4638548.0,0.318742041,0.318742041,,0.602684463,,,,,,,,0.3023081295949162,
Latvia,2017,1657658.0,0.940785164,0.940785164,,0.551879979,,,,,,,,0.3023081295949162,
Latvia,2017,1657658.0,0.925424426,0.925424426,,0.526973762,,,,,,,,0.3023081295949162,
Lebanon,2017,4654352.0,0.566898777,0.566898777,,0.54496501,,,,,,,,0.3023081295949162,
Lebanon,2017,4654352.0,0.329054658,0.329054658,,0.491513847,,,,,,,,0.3023081295949162,
Lesotho,2017,1350411.0,0.446041833,0.336576848,0.242706826,0.413852924,,,,,0.7211037462683708,,,0.3023081295949162,-0.05960130359491622
Lesotho,2017,1350411.0,0.464600602,0.330074832,0.307903238,0.378176495,,,,,0.9328285835498056,,0.06519641200000004,0.3023081295949162,0.005595108405083815
Liberia,2017,2745577.0,0.436553981,0.294253395,0.234758832,0.723074971,,,,,0.7978118043463867,,,0.3023081295949162,-0.06754929759491621
Liberia,2017,2745577.0,0.281620038,0.141263643,0.18340087,0.640875575,,,,,1.2982878404176508,,-0.05135796200000001,0.3023081295949162,-0.11890725959491621
Libya,2017,4585159.0,0.706883415,0.706883415,,0.68119815,,,,,,,,0.3023081295949162,
Libya,2017,4585159.0,0.596209608,0.596209608,,0.531450415,,,,,,,,0.3023081295949162,
Lithuania,2017,2445393.0,0.851218883,0.851218883,,0.645695594,,,,,,,,0.3023081295949162,
Lithuania,2017,2445393.0,0.810138721,0.810138721,,0.625379955,,,,,,,,0.3023081295949162,
Luxembourg,2017,486845.0,0.993469958,0.993469958,,0.768890664,,,,,,,,0.3023081295949162,
Luxembourg,2017,486845.0,0.981774858,0.981774858,,0.769642642,,,,,,,,0.3023081295949162,
Madagascar,2017,15245537.0,0.196076369,,0.121593121,0.488833507,,,,,,,,0.3023081295949162,-0.1807150085949162
Madagascar,2017,15245537.0,0.163149682,,0.119624646,0.401844209,,,,,,,-0.0019684749999999973,0.3023081295949162,-0.1826834835949162
Malawi,2017,9645161.0,0.379421113,0.287900215,0.22830072,0.529613989,,,,,0.7929855835640831,,,0.3023081295949162,-0.0740074095949162
Malawi,2017,9645161.0,0.298454896,0.176859051,0.17990609,0.507891262,,,,,1.0172286291415191,,-0.04839463000000002,0.3023081295949162,-0.12240203959491622
Malaysia,2017,23682698.0,0.879162882,0.87860812,0.12792343,0.648373044,,,,,0.14559782352113934,,,0.3023081295949162,-0.1743846995949162
Malaysia,2017,23682698.0,0.824785367,0.820885732,0.087423447,0.61494011,,,,,0.1064989237746917,,-0.040499983,0.3023081295949162,-0.21488468259491622
Maldives,2017,342024.0,0.854688375,0.85255418,0.278511206,0.445857935,,,,,0.3266786000626963,,0.045503334000000006,0.3023081295949162,-0.023796923594916197
Maldives,2017,342024.0,0.741815888,0.741815888,0.191788761,0.396609894,,,,,0.2585395704007893,,-0.08672244500000001,0.3023081295949162,-0.1105193685949162
Mali,2017,9985747.0,0.454575969,0.267679737,0.291173879,0.523565217,,,,,1.0877695946032704,,0.20129548800000002,0.3023081295949162,-0.011134250594916184
Mali,2017,9985747.0,0.257119213,0.098283017,0.198359216434374,0.552141316,,,,,2.018245089427546,,-0.09281466256562601,0.3023081295949162,-0.1039489131605422
Malta,2017,390899.0,0.977760379,0.977760379,,0.759224905,,,,,,,,0.3023081295949162,
Malta,2017,390899.0,0.969646609,0.969646609,,0.706241198,,,,,,,,0.3023081295949162,
Mauritania,2017,2278505.0,0.262859279,0.245223833,,0.460995696,,,,,,,,0.3023081295949162,
Mauritania,2017,2278505.0,0.154872777,0.135683355,,0.374123925,,,,,,,,0.3023081295949162,
Mauritius,2017,1031251.0,0.927059714,0.924937373,,0.602015053,,,,,,,,0.3023081295949162,
Mauritius,2017,1031251.0,0.871129484,0.866359053,,0.601268757,,,,,,,,0.3023081295949162,
Mexico,2017,88534114.0,0.39581853,0.37219794,,0.486500178,,,,,,,,0.3023081295949162,
Mexico,2017,88534114.0,0.328661863,0.32291639,,0.320027803,,,,,,,,0.3023081295949162,
Moldova,2017,2278507.0,0.429407999,0.429407999,,0.538838087,,,,,,,,0.3023081295949162,
Moldova,2017,2278507.0,0.445514457,0.445514457,,0.552834002,,,,,,,,0.3023081295949162,
Mongolia,2017,2155814.0,0.908124422,0.908124422,0.226514557,0.28082613,,,,,0.24943119192977722,,,0.3023081295949162,-0.0757935725949162
Mongolia,2017,2155814.0,0.949537949,0.949537949,0.212043752,0.342088693,,,,,0.2233125618868762,,-0.014470805000000003,0.3023081295949162,-0.0902643775949162
Montenegro,2017,506847.0,0.691868667,0.691868667,,0.273486131,,,,,,,,0.3023081295949162,
Montenegro,2017,506847.0,0.675722413,0.675722413,,0.306986438,,,,,,,,0.3023081295949162,
Morocco,2017,24894226.0,0.414695552,0.411397824,,0.253460413,,,,,,,,0.3023081295949162,
Morocco,2017,24894226.0,0.168064462,0.166610695,,0.176796427,,,,,,,,0.3023081295949162,
Mozambique,2017,14874137.0,0.510665536,0.401544023,0.269577836,0.478891152,,,,,0.6713531283218727,,-0.187632024,0.3023081295949162,-0.03273029359491619
Mozambique,2017,14874137.0,0.328739478,0.263084697,0.171010949,0.381839903,,,,,0.6500224108436076,,-0.09856688700000002,0.3023081295949162,-0.1312971805949162
Myanmar,2017,38000865.0,0.260077105,0.254631667,,0.370931394,,,,,,,,0.3023081295949162,
Myanmar,2017,38000865.0,0.259787109,0.257380208,,0.354636145,,,,,,,,0.3023081295949162,
Namibia,2017,1547830.0,0.805999484,0.770328354,0.450160644,0.656378828,,,,,0.5843750157481545,,0.366209908,0.3023081295949162,0.1478525144050838
Namibia,2017,1547830.0,0.806626754,0.77614959,0.420497347,0.601332609,,,,,0.5417735864551575,,-0.029663296999999977,0.3023081295949162,0.11818921740508381
Nepal,2017,18869412.0,0.499813377,0.499813377,,0.410126544,,,,,,,,0.3023081295949162,
Nepal,2017,18869412.0,0.416000219,0.416000219,,0.506659485,,,,,,,,0.3023081295949162,
Netherlands,2017,14234525.0,0.994386962,0.994386962,,0.825614158,,,,,,,,0.3023081295949162,
Netherlands,2017,14234525.0,0.998327026,0.998327026,,0.745555262,,,,,,,,0.3023081295949162,
New Zealand,2017,3788624.0,0.989938936,0.989938936,,0.86953801,,,,,,,,0.3023081295949162,
New Zealand,2017,3788624.0,0.993407765,0.993407765,,0.856394757,,,,,,,,0.3023081295949162,
Nicaragua,2017,4249427.0,0.374221278,0.351934573,,0.483651526,,,,,,,,0.3023081295949162,
Nicaragua,2017,4249427.0,0.247925286,0.221778798,,0.414566199,,,,,,,,0.3023081295949162,
Niger,2017,10546918.0,0.199424575,,,0.261529001,,,,,,,,0.3023081295949162,
Niger,2017,10546918.0,0.109100471,,,0.237647188,,,,,,,,0.3023081295949162,
Nigeria,2017,109170774.0,0.514073358,0.510753328,,0.676791465,,,,,,,,0.3023081295949162,
Nigeria,2017,109170774.0,0.272766783,0.270897656,,0.559251772,,,,,,,,0.3023081295949162,
North Macedonia,2017,1567300.0,0.803646409,0.803646409,,0.384665528,,,,,,,,0.3023081295949162,
North Macedonia,2017,1567300.0,0.728860921,0.728860921,,0.331735328,,,,,,,,0.3023081295949162,
Norway,2017,4298959.0,0.994926512,0.994926512,,0.907661831,,,,,,,,0.3023081295949162,
Norway,2017,4298959.0,1.0,1.0,,0.89667765,,,,,,,,0.3023081295949162,
Pakistan,2017,135055510.0,0.346076588,0.290297251,,0.401425354,,,,,,,,0.3023081295949162,
Pakistan,2017,135055510.0,0.070250639,0.062824757,,0.29768801,,,,,,,,0.3023081295949162,
Panama,2017,2915245.0,0.508590416,0.501444263,,0.553663789,,,,,,,,0.3023081295949162,
Panama,2017,2915245.0,0.423393451,0.417074787,,0.417435723,,,,,,,,0.3023081295949162,
Paraguay,2017,4382299.0,0.512244106,0.329226583,0.309488006,0.30658062,,,,,0.9400456159398282,,,0.3023081295949162,0.007179876405083774
Paraguay,2017,4382299.0,0.460494493,0.292108797,0.267988058,0.235057407,,,,,0.917425496090075,,-0.04149994800000001,0.3023081295949162,-0.034320071594916235
Peru,2017,22473210.0,0.509729838,0.505701989,,0.474695566,,,,,,,,0.3023081295949162,
Peru,2017,22473210.0,0.344352169,0.340127205,,0.329964203,,,,,,,,0.3023081295949162,
Philippines,2017,71585383.0,0.300197018084674,0.28024221,,0.56833967,,,,,,,,0.3023081295949162,
Philippines,2017,71585383.0,0.388541642,0.35466349,,0.605280676,,,,,,,,0.3023081295949162,
Poland,2017,32223349.0,0.853751497,0.853751497,,0.496338008,,,,,,,,0.3023081295949162,
Poland,2017,32223349.0,0.879622194,0.879622194,,0.539196286,,,,,,,,0.3023081295949162,
Portugal,2017,8871342.0,0.942271063,0.942271063,,0.587041441,,,,,,,,0.3023081295949162,
Portugal,2017,8871342.0,0.906221218,0.906221218,,0.512052613,,,,,,,,0.3023081295949162,
Romania,2017,16606939.0,0.623982445,0.623982445,,0.343622781,,,,,,,,0.3023081295949162,
Romania,2017,16606939.0,0.535909183,0.53377237,,0.327783408,,,,,,,,0.3023081295949162,
Russian Federation,2017,120066877.0,0.753035307,0.753035307,,0.381502511,,,,,,,,0.3023081295949162,
Russian Federation,2017,120066877.0,0.761313652,0.761313652,,0.345975636,,,,,,,,0.3023081295949162,
Rwanda,2017,7050113.0,0.557454647,0.405562169,0.368865748,0.69259841,,,,,0.9095171497615696,,0.20759360599999999,0.3023081295949162,0.06655761840508378
Rwanda,2017,7050113.0,0.449605015,0.332122895,0.260144713,0.58994066,,,,,0.7832784698567681,,-0.10872103499999997,0.3023081295949162,-0.04216341659491618
Saudi Arabia,2017,23241801.0,0.805369827,0.805369827,,0.465341159,,,,,,,,0.3023081295949162,
Saudi Arabia,2017,23241801.0,0.58170105,0.58170105,,0.406105563,,,,,,,,0.3023081295949162,
Senegal,2017,8705549.0,0.46724959,0.255529591,0.348856946,0.467271266,,,,,1.3652311054651984,,,0.3023081295949162,0.04654881640508379
Senegal,2017,8705549.0,0.384496103,0.157375612,0.290533897,0.436667828,,,,,1.846117662754506,,-0.058323049000000016,0.3023081295949162,-0.011774232594916223
Serbia,2017,6046629.0,0.728762271,0.728762271,,0.299146985,,,,,,,,0.3023081295949162,
Serbia,2017,6046629.0,0.701270029,0.701270029,,0.302315533,,,,,,,,0.3023081295949162,
Sierra Leone,2017,4219730.0,0.247719049,0.152713148,0.135757682,0.570022198,,,,,0.8889717995990758,,,0.3023081295949162,-0.16655044759491622
Sierra Leone,2017,4219730.0,0.153589748,0.098009606,0.087259563,0.517482824,,,,,0.8903164349012892,,-0.04849811899999999,0.3023081295949162,-0.21504856659491622
Singapore,2017,4905185.0,0.996826659,0.994351105,,0.756799492,,,,,,,,0.3023081295949162,
